text;label
Phim siêu cute,cả rạp cười rần rần. Mn nên đi xem;clean
Phim hông hay gì hết;clean
Phim hay, có nhiều hình ảnh rất chân thật, nên xem;clean
"phim không hay nha
coi mà giật mình quá trời";clean
Phim quá hay luôn, kinh dị có ma mị có đặc biệt là những pha hù giật mình, song song đó bộ phim này còn rất hài hước nữa, xem mà cứ vừa hét vì sợ mà vừa buồn cười nữa. Phim còn có cái kết quá hay nữa, xem xong không dám về nhà luôn.;clean
Phim ma nhưng cảm giác không hề gây hứng gì cho người xem , phim cũng ko có gì đặc sắc , diễn viên diễn cũng quá tệ ( ý kiến cá nhân );clean
Phim quá hay;clean
phim ổn, đoạn đầu hơi dài dòng và twist dễ đoán còn lại thì cũng oke phết.;clean
Phim thích hợp để đi xem cùng người yêu;clean
Cực kì xứng đáng để xem;clean
Mấy bạn thích kiểu văn học chắc sẽ thích phim này á =))) nó thơ thơ sao í dù mạch phim rất chậm. Cảnh quay đẹp, nữ chính nam chính cũng đẹp, cảnh đẹp, bi kịch cũng đẹp nốt =)));clean
Phim hay nhưng xem 3D nhiều lúc có những chữ bị hỏng khó đọc;toxic
Để Avatar làm tưởng phần 2 :)));clean
Phim có đầu tư về chất lượng hình ảnh, âm thanh này kia. Mấy cảnh quay làm cuộc sống quý tộc rõ ràng lắm luôn, kịch bản thì bình thường, cũng khá dễ đoán nhưng mà được triển khai tốt nên okeee. Ai sợ máu thì nên cân nhắc nha =))));clean
Phim xem cũng được, nhiều khúc hơi quá dài dòng nhưng những phân cảnh máu me thì phim làm cũng khá là tới, đoạn kết có thể không như mong đợi nhưng tổng thể thì bộ phim cũng ổn để giải trí.;clean
Đầu tiên, mình khá thích phần hình ảnh cũng như bối cảnh phim. Lời Mời Đến Địa Ngục thực sự đã mang lại những khung hình đầy mãn nhãn đậm chất quý tộc danh giá phương Tây. Bộ phim giúp người xem có được cơ hội chiêm ngưỡng những vẻ đẹp tựa như trong truyện cổ tích của công chúa và hoàng tử, phong thái cung kính, tác phong mẫu mực đậm nét hoàng gia Anh làm người xem choáng ngợp trước sự trịnh trọng của một tầng lớp quý tộc giàu có bậc nhất phương Tây. Các góc quay được sắp xếp và triển khai hợp lý, jumpscare hiệu quả, không bị lạm dụng, âm thanh sống động chuyển  trạng thái từ nhạc giao hưởng du dương đậm chất cổ điển bẻ gãy âm sắc thành kinh dị, ủy mị khá tốt, kết hợp giữa hình ảnh và âm thanh tạo nên một bức tranh tổng thể khá tròn vẹn cho cả bộ phim.Về phần diễn viên, hai diễn viên chính là Thomas Doherty và Nathalie Emmanuel đã làm khá tốt phần việc của mình khi truyền tải được những cảm xúc từ ngọt ngào, thăng hoa trong tình yêu đến sự kinh dị, đáng sợ, khát máu từ bản chất của một con ma cà rồng. Gương mặt của Thomas Doherty phải nói thực sự rất đậm nét ma cà rồng. Lời Mời Đến Địa Ngục là một bộ phim khá chỉn chu và đầu tư về phần diễn viên, âm thanh và hình ảnh, tuy nhiên kịch bản phim lần này nằm ở mức vừa đủ, không quá đặc sắc và nổi bật, cao trào chưa quá xuất sắc, nữ chính chỉ cần một chút tính toán đã có sức mạnh phi thường, biến cả “đấng tối cao của thánh địa ma cà rồng” yếu như một cọng bún. Hơi hụt hẫng một chút vì sức mạnh được gây dựng của Walter được xây dựng từ đầu hóa ra “nhìn vậy mà không phải vậy”.;clean
Phim dù chỉ ngắn gọn 90 phút nhưng mang lại 1 cảm giác đã và lôi cuốn cho người xem, điều đáng tiếc ở đây là kết đơn giản và hụt hẫng quá nên nếu phim tăng thời lượng thì sẽ ổn hơn;clean
Đẹp nhưng vô hồn.;clean
"Điều đầu tiên phải nói là phim đẹp như một bức tranh, càng ngắm càng đắm chìm vào nó. Đúng thế, 2 màu trắng đen làm chủ đạo kết hợp cùng bối cảnh núi rừng hùng vĩ dưới màn mưa, con người trở nên nhỏ bé giữa thiên nhiên, hoà lẫn vào bức tranh thuỷ mặc trữ tình này.

Những cảnh quay, cảnh tập luyện chiến đấu theo triết lý âm dương khiến người xem không thể rời mắt trước từng cử động uyển chuyển, giao hoà của các nhân vật. 

Một điểm khác mà mình tâm đắc là trang phục của nhân vật nữ trong phim, không màu mè hoành tráng, chỉ là những tấm vải lụa trắng được điểm lên những chi tiết có màu đen nhưng lại hài hoà, thướt tha. 

Kết hợp với khung cảnh ấy là âm thanh hoàn hảo, đánh trực diện vào cảm xúc với tiếng mưa rơi, tiếng đàn réo rắc, tiếng vũ khí va vào nhau và vút bay trong gió. Tất cả đều hoà quyện, giúp người xem trải nghiệm được một cuộc tỉ thí thật sự. Những vết cắt được quay chậm dấy lên sự đau đớn cùng nhân vật.

Mặt nghệ thuật đẹp thế, nội dung cũng chẳng có gì đáng chê, rất dễ theo dõi, bị cuốn theo mạch truyện và nghẹt thở theo dõi đến cuối cùng.";spam
phim hay nhất hiện nay,ae nên đi xem đi .ko tốn time vs tiền các bạn bỏ ra 1 tẹo nào đâu;clean
Quá tuyệt, tình tiếp hấp dẫn, diễn xuất hoang hảo;clean
Rất tuyệt vời và nhiều cảm xúc;clean
Phim đáng xem.;clean
Phim cũng nêu được phần nào về nạn tảo hôn ở miền núi phía Bắc, nhưng còn khá đơn sơ. Xem xong hơi tiếc tiền vé;clean
phim hay. Dành cho bạn nào nội tâm nhiều .;clean
phim cho mọi người góc nhìn rõ hơn về dân tộc Mông khu vực Tây bắc, cuộc sống của họ ko hoàn toàn đẹp như phong cảnh mà thiên nhiên ban tặng;clean
Phim rất hay và ý nghĩa, phù hợp với gia đình!;clean
phim hay & dễ thương, rất dễ thương nha;clean
"Bộ phim đưa cho mình những cảm xúc thật sự mới. Đây là lần đầu tiên mình xem phim tài liệu ở rạp. Bất ngờ trước những suy nghĩ, quan niệm mà mình chưa bao giờ biết đến. 
Cũng ngạc nhiên trước những suy nghĩ vừa non nớt vừa trưởng thành của cô bé Di. 
Một bộ phim đáng xem";clean
"Phim có khung hình đẹp, cảnh núi non cây cỏ, đồng án, không khí trong lành, cuộc sống gia đình chân thật sống động. Tuy nhiên vì giọng đặc trưng của vùng miền nên nghe có những chổ không rõ. Diễn viên dễ thương. 
Một bộ phim rất đáng để xem. Hy vọng sẽ được chiếu trên ti vi cho tất cả người dân được xem để hiểu về phong tục tập quán vùng cao, để yêu thương đất nước mình hơn (cuộc sống người dân vùng cao còn lạc hậu, cơ cực).";clean
Phim rất hay;clean
phim rất dễ thương, nhạc cũng khá cuốn, đáng xem.;clean
Nội dung hay, hình ảnh đẹp, lồng tiếng vui nhộn, các em nhỏ rất thích;toxic
Rất hay và ý nghĩa;clean
ko quá kịch tính nhưng diễn xuất của nữ chính và cách xây dựng câu chuyện cũng như thông điệp truyền tải làm khán giả phải suy ngẫm;clean
Phim rất tuyệt. Nội dung rất hay và có ý nghĩa thông điệp rất nhân văn. Tôi rất thích bộ phim này.;clean
Thời lượng của phim ko dài nên sự truyền tải phim vào lòng người chưa được sâu sắc. Và phim chưa lưu lại dấu ấn trong lòng người xem. Bạn bè đi xem phim cùng tôi cũng nhận xét như  vậy.;clean
Rất hay và đầy xúc động;clean
Phim rất hay ý nghĩ;clean
phim hay tình cảm;clean
Khá ổn, hay, nhưng ko hay như lời đồn, có thể mọi ng nói hơi quá thôi, nhưng những gì trong phim mình thấy qua r và cũng cảm nhận đc hết những tình tiết đó. Cảm động đó, nhưng mình ko khóc;clean
Kết thúc phim chưa đc hay lắm;clean
Phim hay, thật và rất đời! ThoẠi hay, vui và tự nhiên nghe ko bị khiên cưỡng, không giả. Làm phim có tâm! Love Trấn Thành!;clean
Tình cảm! Dành cho những bạn thích ướt át :);clean
đôi khi còn chưa nghe rõ lời thoại;clean
Phim End Hơi Bị Xàm, Thất Vọng🥲;clean
Hơiiiiii vội;toxic
tác giả quay xe khét lẹt luôn nhưng HE;toxic
Kịch bản, lời thoại và đồ họa đều không tốt.;toxic
"Khi còn 2 tháng nữa để sống thì ta sẽ làm gì?
Câu chuyện nhẹ nhàng, hài hước và cảm động dẫn người xem về lại những năm tháng thanh xuân, hồi tưởng lại biết bao kỷ niệm gia đình, về tình chồng vợ, mẹ con, những hoài bão ước mơ, thất vọng lẫn vui sướng. Một cuộc đời lướt nhanh qua trong 2 tiếng để lại cho người xem hết tất cả cung bậc cảm xúc.
Hai diễn viên gạo cội Yum Jung Ah và Ryu Seung Ryong có màn hóa thân tuyệt vời với vai 2 vợ chồng Se Yeon - Jin Bong. Những bản nhạc trong phim rất hay và phù hợp với ngữ cảnh càng tôn thêm câu chuyện phim và dẫn dắt người xem thấy được những điều tươi đẹp của cuộc sống dù cho nó không hoàn hảo như mơ.
Phim rất hợp để các cặp đôi chưa cưới lẫn kết hôn lâu năm và cả ""độc thân vui tính"", ai cũng sẽ tìm được ít nhiều bản thân đâu đó trong phim.";clean
Tôi chỉ muốn nói là phim này hay lắm mọi người ơi!!!;clean
Lại một chiếc phim hoạt hình Nga vô tri được nhập về Việt Nam. Dù biết chắc là mấy phim dạng này thì nó cũng sêm sêm nhau cả thôi, cơ mà phim vẫn dính y chang những điểm trừ kinh điển trong gần như tất cả mọi khâu: hoạt họa sơ sài, cốt truyện mỏng, động cơ yếu, đến cả bản lồng tiếng cũng hiện ra cảm giác ngờ nghệch. Phim đem lại cho mình rất nhiều tiếng cười, mà là cười khẩy vì nhảm. Mò đọc review bên Nga thấy phim cũng bị chê tưng bừng, chắc bên phát hành phải tự tin vào dịp lễ lắm mới dám cầm về chiếu :))) Làm ơn các bác nhập phim nào có tâm hơn xíu đi chứ 1 tháng cứ thồn cho 2 3 phim kiểu này mãi trẻ con nó đù hết đấy 🙏;toxic
Cười đau bụng;toxic
"Pha trộn 1 chút truyện dân gian Trung Mỹ và vùng Caribe, ""tham khảo"" ý tưởng và tạo hình của The Witches (1990)
Thông qua chuyến về tham ""bà ngoại"" bất ổn của Nala và gia đình. Nala mang trong mình nhiều khủng hoảng tâm lý: giai đoạn nổi loạn tuổi dậy thì, gánh nặng chăm sóc và trông chừng người em gái bệnh nặng cùng sự oán hận vì người mẹ dành hết sự quan tâm cho người em.
Cốt truyện khá nhưng triển khai quá rườm rà.
Dù là phim kinh dị nhưng việc phô bày quá sớm và tung hit quá trớn khiến người xem quá dễ dàng đoán được diễn biến. Việc thiếu sự bất ngờ là điểm trừ lớn nhất của dòng phim kinh dị và trinh thám, tiếc thay phim này bị lỗi này khá nặng.
Hình ảnh trong phim được xử lý ổn, mang màu sắc ma mị, tăm tối và thể hiện đúng tâm trạng bất ổn của Nala. Tuy nhiên phần âm nhạc và hiệu ứng âm thanh bị làm quá lố khiến không những không đáng sợ mà còn khiến người xem bị rối loạn tim mạch.
Nên xem phim này với tâm thế ít chờ đời bất ngờ, chịu khó suy nghĩ và cảm thông cho đứa trẻ tuổi vị thành niên sắp trở thành phụ nữ trẻ sẽ phát hiện một số điều thú vị.";clean
Phim dở ẹc;toxic
"Phim hay và lôi cuốn, rất đáng xem

Đánh giá chung: 92/100";clean
Xem không hiểu j , phim chỉ hợp cho mấy cha máu lạnh .;toxic
xem xong phim rất hoang mang, không thể biết được nội dung đang diễn cái gì, diễn viên thì đơ xem xong 4 ngày rồi vẫn ám ảnh và không thể nào review được, thảm họa điện ảnh đời mới..;toxic
Ko có gì để chê;toxic
Hay nhức nách;toxic
Tuyệt vời ok;clean
Phim quá hay, quá xuất xắc. Nhân viên lịch sự, tại lần đầu đi xem lỡ chọn ngồi ở hàng đầu nên loa trong rạp hơi to tí nhưng không sao. Nói chung là 10 điểm, từ giờ sẽ chỉ xem ở rạp này 🥰;clean
Phim combat đã nhưng có nhiều chỗ chưa khai thác hết, hơi tiếc;clean
Phim rất hay, hình ảnh đẹp, lời dịch thú vị;clean
Quá hay. Chất lượng. Đáng đồng tiền bát gạo.;clean
Xem vui hay, âm thanh sống động;toxic
Nhìn chung movie khá ổn. Mình chỉ cảm thấy hơi tiếc một chút vì phần cuối có diễn biến khá vội, cuộc combat của Gojo và đồng đội chưa xong thì đã hết movie rồi. Nét vẽ phần cuối cũng không được trau chuốt lắm :(;clean
phim hay ạ;clean
Âm nhạc hay, nội dung theo mình thì k hay (chắc tùy góc nhìn mỗi người);clean
"- Hình ảnh âm thanh rất tốt .
- Vietsub còn thiếu và sai chính tả, phần EngSub chèn mất làm không thấy Vietsub .";toxic
"Điều đánh giá cao nhất ở phim là đồ hoạ và âm nhạc. Tuy phim được giới thiệu là Beauty and The Beast của anime, nhưng khi coi thì yếu tố cổ tích này của phim lại được lồng ghép thêm ý nghĩa phản ánh về xã hội. 

Về thông điệp thì hay nhưng mà cách kể thì chưa liền mạch. Nên xem mê nhất vẫn là âm nhạc, hình ảnh của phim.";toxic
Một trong những phim có visual đỉnh nhất từ đầu năm đến nay. Từ bối cảnh đến nhân vật đều được xây dựng hình ảnh rất đẹp, nịnh mắt vô cùng. Chưa kể phần âm nhạc của phim cũng đi vào lòng người nữa. Nội dung phim nếu được xây dựng liên kết chặt chẽ hơn thì sẽ một bộ phim siêu hay rồi.;clean
Xem bản full đã gì đâuuuuu. Phim có nhiều khoảnh khắc làm trái tim fan gơ như mình bấn loạn quá. Lâu ngày xem lại và cảm thấy tiếc cho WODC :(;toxic
"Nếu như cựu huấn luyện viên của Man United - Louis van Gaal bị chê bởi lối đá chuyền quá nhiều, gây ru ngủ khán giả xem đá bóng thì phim này cũng xứng đáng bị chê như vậy.

Nhưng, đó là sự đánh đổi của DC. Dường như đây là kịch bản hợp lý nhất nhằm phục vụ nhiều mục đích - xây dựng nội tâm của Batman, thể hiện sự điên loạn của Lex Luthor, cũng như chuẩn bị cho Wonder Woman. Quá nhiều mục đích cho một bộ phim ""nội chiến siêu anh hùng"" của DC khiến cho ""Batman v Superman"" phần nào không hay như khán giả chờ mong.

Và, thay vì được thấy một bộ phim chất lượng, khán giả xem điện ảnh đã được thấy một bộ phim u ám đầy lê thê, nhưng qua đó thấy được một Ben Affleck cực ngầu bất chấp chỉ trích, được thấy một Jesse Eisenberg cực ""chất"" trong vai ác nhân Lex Luthor và được ngắm sắc đẹp chết người của Gal Gadot trong phim này.";clean
"Nội dung:
Không biết nói thế nào nữa. Nói là dài thì nội dung của phim buộc phải vậy. Nó chi tiết, đầy đủ, nhưng cách đạo diễn kể câu chuyện đấy khiến người xem vô cùng mệt mỏi vì các câu chuyện đan xen nhau nhưng diễn ra vô cùng chậm, khiến mạch phim đứt, đôi khi khó hiểu. Các tình tiết chính ở nửa sau phim chưa đủ làm thỏa mãn khán giả (như mình, mình chờ 3 năm mà chỉ đc xem vài đoạn combat lẻ tẻ). Nếu đánh giá thì nội dung đôi khi kém hơn Man Of Steel, bộ phim từng bị fan chê lên chê xuống năm 2013.
Hình ảnh:
Đen tối, nặng nề, dù biết đây là hướng đi của DCEU trong tương lai. Nhiều cảnh slowmo xem sốt ruột vô cùng, cho dù nó cx đôi chút hợp lí. Nói chung nó giống Man of steel cách đây 3 năm, có phần đen tối hơn.
Hành động: 
Batman nhanh, mạnh, tàn bạo, có giết người (vừa long fan DC). Xem Batman combat vô cùng đã, nhưng tiếc là hơi ít, tất cả chỉ có đoạn mà chúng ta đã xem trong trailer. Xem xong mọi người sẽ có suy nghĩ kiểu Superman còn quá trẻ con để đấu với một chiến binh như Batman, một nhân vật quá thực dụng, hiệu quả chứ không đánh đấm lề mề tốn sức như Superman (phá nát Metropolis để giết Zod ở Man of steel). Superman combat không nhiều như phần đầu, đánh đấm không tiến bộ thêm tẹo nào, thậm chí kém đi, chủ yếu dựa vào sức. Wonder Woman thì ít đất diễn, kiểu nhét vào cho cân bằng đoạn chiến nhau với Doomsday. Về Boss chính thì có tiến hóa, nhưng hình như theo mình là chưa hết.
Âm thanh:
Hans Zimmer nên không có gì để chê cả.
Kết:
BvS không đáng để nói là một thất bại, nhưng cũng không đủ tầm để được cho là thành công. Theo mình, DCEU đã có một khởi đầu khá tệ, và chúng ta sẽ phải trông chờ vào màn trình diễn của Joker và những người bạn vào tháng 8 tới.";toxic
cốt truyện hơi cụt lũn 1 chút , nó mang tính chất giới thiệu nhiều hơn . Mà sắp tới có đưa Flash lên màn ảnh rộng nếu dùng nhân vật đc giới thiệu trong phim thì tui cạch phim đó lun , xấu quá @@ để flash trong tv seri lên thì hay hơn;clean
"Ấn tượng sau khi xem BVS (Diana):
Superman: dưới bàn tay của Zack Snyder và âm nhạc phù thủy của Hanz Zimmer, Sup hiện lên như 1 vị thần cứu rỗi loài người. Nhưng lại là false god. Đầu phim gợi ý Sup trở thành độc tài như trong Injustice: Gods among us, một vị chúa tàn bạo. Nhưng phần sau của phim thể hiện rõ Sup là false god vì quá con người, đằng sau lớp áo choàng đỏ vẫn chỉ là Clark Kent - con trai 1 người nông dân ở Kansas. 1 vị thần sống quá lâu giữa loài người kết cục sẽ như Prometheus. Đắng cay thay, xiềng xích mà Kent phải chịu ko đến từ các vị chúa, mà từ sự đố kỳ của kẻ phàm trần *xem cảnh lễ hội người chết ở Mexico để hiểu thêm chi tiết*
Batman: Mọi người ca tụng đây là Batfleck hay Bat của Arkham. Nhưng có lẽ Bat này từ Frank Miller bậc phù thủy khai sinh ra ""Goddamn Batman"". Bat sinh ra từ sự thù hận của Frank đối với DC đã trở thành biểu tượng của DC. Bat bên kia sườn dốc với bao vết sẹo đau thương chứa đầy căm hận và nỗi sợ bất lực trở nên tàn bạo và xảo quyệt. Bat hiện thân như đại diện cho con người chống lại thần - là Sup - nhưng biểu hiện ko khác gì quỹ dữ. Bởi trong Bat là một linh hồn đọa đày sẵn sàng đi tới cùng, sử dụng những biện pháp tàn bạo và nhanh gọn nhất, để xử lý vấn đề. À quên, phim này ko có Bruce mà chỉ có Ben Wayne.
Wonder Woman: What a wonder! *tà dâm nổi dậy* Lúc là quý cô Diana kiều diễm khoe tấm lưng trần trong lễ tiệc, lúc là chiến binh Amazon hoang dã mà vô cùng xinh đẹp trong bộ giáp khó có thể quyến rũ hơn. Quên con b!tch trong Injustice đi, quên những lời phàn nàn ngực nhỏ đít nhọn đi. Gal Gadgot chính là nữ á thần mà fan của Justice League luôn tìm kiếm. Hãy nhìn cách Diana ưỡn hông, hãy nhìn cách Diana lắc nhẹ đầu hất tóc, hãy nghe hởi thở nhẹ trong nụ cười nhếch đượm mùi chiến của cô nàng. Hãy tận hưởng hết, cùng với tiếng nhạc hoang dại của JunkieXL khiến tim bạn đi đến cảnh giới tuyệt đỉnh điên loạn!!!
Lex Luthor: Đây có thể nói là một vai diễn khó đối với Jesse Eisenberg khi kịch bản đã liều lĩnh để Lex là 1 kẻ vừa mưu mô thủ đoạn vừa nói lắm, với phong thái từa tựa Joker hay Riddler. Tuy nhiên, Jesse đã mang cho Lex một cái chất khác từ riêng bản thân mình, 1 nerdy genius từ The Social Network, vào phim này. Lex trẻ trâu, nói lắm những điều vô nghĩa, nhưng để ý kỹ thì lời nào sặc mùi khủng bố lời đó. Tuy nhiên, những lời lắp bắp đó cũng là sự run rẩy khi bất lực của tri thức nhỏ nhoi của loài người trước sức manh tối thượng ""quỷ dữ đến từ trời cao"". Chê Lex ư? Có thể vì vai diễn này ""too big for little minds"".
Với tư cách là fan phong trào hơn 20 năm nay của Batman, và gần 10 năm nay đối với DC, tôi khẳng định BVS (Diana) là 1 bộ phim có nội dung TUYỆT ĐỈNH, với những cảnh quay ma mị đầy biểu tượng vốn là thương hiệu của Zack. Bạn sẽ gặp lại phong cách quay quen thuộc trong 300, trong Watchmen, trong Man of Steel (móe nhớ có trong Sucker Punch ko). Âm nhạc dưới bàn tay của phù thủy Hanz Zimmer và JunkieXL sẽ đảm bảo sự phấn khích hay cảm giác khủng bố trong những khuôn hình.
Tuy nhiên, nói đi thì vẫn phải nói lại. BVS (Diana) gặp vấn đề lớn trong việc cắt ghép và phát triển cốt truyện, đặc biệt là khi phim đứng dưới tham vọng lớn của DC. Nhiều easter eggs lộ liễu và có phần thừa thãi trong cách xây dựng, trong khi phim cũng có nhiều đoạn lặp, thiếu liền mạch và khó hiểu đối với khán giả thông thường. Phim cũng có những lỗi giống với Amazing spiderman 2 là cách xử lý của nhân vật quá bình thường trong hoàn cảnh siêu phi thường khiến nó trở nên bất bình thường. Hay nhiều đoạn phim chuyển khá đột ngột giống hệt Dark Knight. Nhừng pha quay đầy biểu tượng của Zack đôi chỗ làm mạch phim dãn ra không cần thiết.
Nói gì thì nói, đối với 1 fan phong trào của Batman, phim BVS (Diana) đúng là ko xem ko được. Thật chằng uổng phí thời gian và tiền bạc để bay vào Sài Gòn tận hưởng cùng các chiến hữu. See y'all soon, boyzzz.";clean
Bỏ ngoài tai mọi gạch đá. Đây là phim siêu anh hùng hay nhất từng được trình chiếu.;clean
Phim giải trí tốt, diễn viên phù hợp với nhân vật.;clean
Finally, saw the movie. Will make it fast, will make it short. Very disappointed. Thought it was barely entertaining and i am not a fan of the actress. I think she is has no flavor. Visually it is nice but the storyline is so previsible. No surprise. 6/10 well served.;clean
Hay không nói nhiều;clean
Hơi thục lùi so với những phim trước của MCU nhưng đây cũng là mmootj trải nghiệm tốt và không thể bỏ qua đặc biệt là trước thềm End Game;clean
ok nhưng hơi khác phiên bản truyện tranh xíu là con mèo đó là của đại úy chứ k phải của tiễn sĩ;toxic
"Có lẽ vì nghe chê quá nhiều và xác định đi coi phim với tâm thế giải trí thì thấy phim ko tới nỗi tệ, dù xét ra thì phim vẫn còn nhiều điểm chưa ổn lắm như: đánh đấm ko đã dù có thể khai thác thêm, nhạc chèn trớt quớt.

Cái mình thích nhất ở phim là khoảnh khắc buff tinh thần của Carol khi hồi tưởng lại quá khứ, lúc mà cô đứng lên sau 800 lần vấp ngã. Là một phụ nữ từng rất bánh bèo, mình rất đồng cảm với những giây phút đó, vì mình cũng từng sấp mặt như Carol và vẫn ráng đứng lên như cô nàng. Mừng là phim ko làm quá vụ nữ quyền thượng đẳng mà chỉ cần những giây phút nhỏ nhặt như thế là đủ rồi.";clean
Excellent Flerken!;clean
Hay.Nữ chính siêu đẹp;clean
Chán nhạt thiếu đột phá;toxic
Phim ổn. Xem giải trí là okey;clean
xem khá thất vọng, đoạn đầu thấy khá nhiều thoại và lan man, đoạn sau cứu rớt bộ phim nên cho 5 điểm.;clean
Xứng đáng với những gì mong đợi;clean
Đoạn kết chơi sức mạnh tình bạn chán quá, con bé được buff diễn xuất cứng đờ;toxic
Nhịp phim được đẩy lên rất tốt;clean
tôi cảm thấy phim có điểm nào đó không logic, nhưng phim có nhiều cảnh đã mắt, bùng nổ,...;clean
"phim giật đùng đùng chíu chíu =))))
đợi hun quài khum thấyy";toxic
phim khá hay;clean
Hay hú hồn 😱;toxic
Rạp ghế ngồi ọp ẹp , phim chất lượng hình ảnh trung bình . Nói chung quá là bt;clean
Phim kha la hay, ky xao dep;toxic
Cả đám bỏ về sau 20ph ngồi xem 😀 muốn ráng xem mà ko được hic;clean
Phim hay, tuy nhiên có nhiều tình tiết không thật lắm, kết cũng hơi thất vọng 1 xí nhưng không sao đáng để xem;clean
phim kinh dị dở tệ, phí phạm gần 2 tiếng của mình.;clean
"Thật sự xem xong rất thất vọng, hù dọa rẻ tiền bằng âm thanh, diễn xuất đơ và hiệu ứng cũng chán, nội dung dài dòng nữa

nói chung là không đáng xem.";toxic
K kịch tính lắm;clean
Có thể phim chua hoàn hảo nhưng phim cũng khá tốt rồi, đây là quan điểm của 1 tín đồ mê kinh dị như em thì cũng sẽ cảm thấy đây là 1 bộ phim kinh dị tương đối ổn ấp, dù kết và phần cốt chuyện vẫn hơi hụt hẫng nhưng tạo hình của con quái vật trong phim cũng để khiến khán giả sợ hãi rồi, âm thanh và bối cảnh đen tối cũng càng khiến bộ phim trở nên man rợn hơn, đáng xem nhé.;clean
Phim rất hay;clean
phim rất hay nhưng rất dễ bị sốc nếu bạn không có chuẩn bị tâm lý trước khi xem, phim có nội dung về bạo hành gia đình và khúc cuối cũng khá là trầm, phim hay nhưng không phù hợp cho những ai bị trầm cảm.  ( P/S : Diva cát thy xinh lắm hihi ^^ );clean
Nội dung không hay, kết phim không hậu,;clean
"Phim sẽ khó coi đối với khán giả không quen xem phim nặng về tâm lý. Mình đi với một nhóm 5 người nhưng chỉ được 2 người thích và hiểu phim (tính cả mình rồi nha :))) ) 
Mình thực sự ấn tượng với nội dung và diễn xuất của các nhân vật! Hy vọng điện ảnh Việt có nhiều phim hay như thế này hơn.";clean
Phim hay, kịch tính . Rạp sạch sẽ âm thanh tốt nhưng chất lượng trình chiếu tại rạp Dcine khá tệ, lệch khung hình chiếu làm ảnh hưởng tới trải nghiệm xem phim.;clean
"Phim xã hội khá hay, tình tiết thực tế, đáng xem 
Tiếc cái đoạn kết hơi nhanh và mơ hồ một xíu";clean
Một bộ phim tuyệt vời, đây là lần đầu mình chứng kiến một bộ phim bàn về bạo hành gia đình, phim hiện thực hóa một tang gia Sài gòn chân thực đến nghẹt thở. Là con của một người mẹ đơn thân, mình đã khóc khi xem và thật sự phim đã chạm được đến mình. Cảm ơn những nhà làm phim, vì những thước phim hết sức nhân văn, ý nghĩa và sâu sắc.;clean
màn hình chiếu hơi tối;toxic
Phim khắc hoạ rõ nét tâm lí con người, sự rối ren trong một gia đình, gia trưởng, ích kỉ.. Đầy ám ảnh và day dứt.;clean
Nội dung chân thực. Diễn tốt. Cảnh quay đẹp;clean
"Phim dung dị và đời thực.
Những ai đang yêu, đã yêu, trải qua những thăng trầm trong các mối quan hệ hẳn sẽ thấm thía khi xem phim này.
Mạch phim nhẹ nhàng và rất tự nhiên. Không gượng gạo như nhiều phim VN.";clean
Một trong những bộ phim trinh thám xuất sắc nhất mọi thời đại. Daniel Craig, với cá nhân người viết, đã có một vai diễn để đời cho mình trong phim này, chứ chẳng phải 007. Mà cái để đời của anh, cũng như mạch phim, chả phải tỏa sáng suốt từ đầu đến cuối, mà chỉ cần một đoạn sau cùng. Thần thái, ngữ điệu, dáng vẻ, điệu bộ, chỉ có thể gọi là hoàn hảo hoặc tiệm cận của trạng thái này.;clean
Kịch bản thông minh, cuốn hút, vừa hài hước, vừa ý nghĩa. Nhân vật đáng nhớ, diễn xuất đỉnh cao. 1 trong những trãi nghiệm điện ảnh đáng nhớ nhất năm 2019;clean
Phim hay, hấp dẫn và biết cách làm người ta tò mò.;clean
Phim hay, đoạn đầu mất nhiều thời gian để thám tử hỏi cung các nhân vật trong gia đình, nhịp phim vừa phải nhiều hồi tưởng của nhiều người, thật giả lẫn lộn. Tới 1/2 phim mới bắt đầu hé lộ ra chân tướng thực sự và nhiều bí ẩn cho tới phút chót. Đoạn cao trào khá là gay cấn và nghẹt thở tưởng chừng như kết thúc rồi, nhưng phim đã mở ra cái kết hay, ý nghĩa dành cho những người tốt vẫn được tin tưởng và bảo vệ.;clean
Phim đỉnh vãiiiiii ýyyyyyy, mọi người nên ra rạp để xem không phí tiền đâuu;toxic
"Một bộ phim trinh thám vừa đủ hồi hộp, dẫn dắt hấp dẫn, cài cắm chi tiết bài bản xen lẫn tính hài hước, giải trí, châm
biếm.
Một phim vô cùng đáng xem hiện nay.";clean
Thay vì cố tạo sự nghiêm túc cho vụ án mạng. Bộ phim tạo ra sự hài hước vui nhộn hấp dẫn xuyên suốt phim. Motif tụ tập, án mạng, tìm hung thủ quen thuộc được dàn dựng thú vị và khác biệt hơn các phim cùng thể loại. Dàn diễn viên chất lượng thể hiện sự ấn tượng của nhân vật. Ít các nhân vật thừa. Một hương vị thật sự khác lạ trong các phim hiện nay.;clean
